Rank,Company,Industry,Revenue,Profit,Profit %,Year,Employees
231,Lithia Motors,"Automotive Retailing, Services",13124.3,470.3,0.035834292,2021,14538
286,Group 1 Automotive,"Automotive Retailing, Services",10851.8,286.5,0.02640115,2021,12337
308,Sonic Automotive,"Automotive Retailing, Services",9767,-51.4,-0.005262619,2021,8100
405,Asbury Automotive Group,"Automotive Retailing, Services",7131.8,254.4,0.035671219,2021,7750
483,Carvana,"Automotive Retailing, Services",5586.6,-171.1,-0.030626857,2021,10400
496,Camping World Holdings,"Automotive Retailing, Services",5446.6,122.3,0.022454375,2021,11427
498,Avis Budget Group,"Automotive Retailing, Services",5402,-684,-0.12661977,2021,17500
136,Penske Automotive Group,"Automotive Retailing, Services",23179,436,0.01881013,2020,26980
154,Autonation,"Automotive Retailing, Services",21336,450,0.021091114,2020,25000
173,Carmax,"Automotive Retailing, Services",19146,842,0.043977854,2020,25946
252,Lithia Motors,"Automotive Retailing, Services",12673,272,0.021462953,2020,14320
264,Group 1 Automotive,"Automotive Retailing, Services",12044,174,0.014447028,2020,15296
301,Sonic Automotive,"Automotive Retailing, Services",10454,144,0.013774632,2020,9300
326,Hertz Global Holdings,"Automotive Retailing, Services",9779,58,0.005931077,2020,38000
345,Avis Budget Group,"Automotive Retailing, Services",9172,302,0.032926297,2020,25600
428,Asbury Automotive Group,"Automotive Retailing, Services",7210,184,0.025520111,2020,8500
492,Rush Enterprises,"Automotive Retailing, Services",5810,142,0.02444062,2020,7244
136,Penske Automotive Group,"Automotive Retailing, Services",22785,471,0.020671494,2019,27000
145,Autonation,"Automotive Retailing, Services",21413,396,0.018493439,2019,26000
174,Carmax,"Automotive Retailing, Services",17977,664,0.036936085,2019,25110
265,Lithia Motors,"Automotive Retailing, Services",11821,266,0.022502326,2019,13643
272,Group 1 Automotive,"Automotive Retailing, Services",11601,158,0.013619516,2019,14570
316,Sonic Automotive,"Automotive Retailing, Services",9952,52,0.00522508,2019,9700
331,Hertz Global Holdings,"Automotive Retailing, Services",9504,225,0.023674242,2019,38000
338,Avis Budget Group,"Automotive Retailing, Services",9124,165,0.018084174,2019,25600
439,Asbury Automotive Group,"Automotive Retailing, Services",6874,168,0.024439919,2019,8200
138,Autonation,"Automotive Retailing, Services",21534.6,434.6,0.020181475,2018,26000
139,Penske Automotive Group,"Automotive Retailing, Services",21389,613.3,0.028673617,2018,26000
174,Carmax,"Automotive Retailing, Services",16637.1,627,0.037686856,2018,24344
273,Group 1 Automotive,"Automotive Retailing, Services",11123.7,213.4,0.019184264,2018,14108
294,Lithia Motors,"Automotive Retailing, Services",10086.5,245.2,0.024309721,2018,12899
298,Sonic Automotive,"Automotive Retailing, Services",9867.2,93,0.009425166,2018,9750
333,Avis Budget Group,"Automotive Retailing, Services",8848,361,0.040800181,2018,26300
335,Hertz Global Holdings,"Automotive Retailing, Services",8803,327,0.037146427,2018,37000
434,Asbury Automotive Group,"Automotive Retailing, Services",6456.5,139.1,0.02154418,2018,8000
129,Autonation,"Automotive Retailing, Services",21609,430.5,0.019922255,2017,26000
142,Penske Automotive Group,"Automotive Retailing, Services",20143,342.9,0.017023284,2017,24000
174,Carmax,"Automotive Retailing, Services",15833,623.4,0.03937346,2017,22429
261,Group 1 Automotive,"Automotive Retailing, Services",10888,147.1,0.013510287,2017,13500
287,Sonic Automotive,"Automotive Retailing, Services",9732,93.2,0.009576654,2017,9800
296,Hertz Global Holdings,"Automotive Retailing, Services",9480,-491,-0.051793249,2017,36000
318,Lithia Motors,"Automotive Retailing, Services",8678,197.1,0.022712607,2017,11170
319,Avis Budget Group,"Automotive Retailing, Services",8659,163,0.018824345,2017,25600
410,Asbury Automotive Group,"Automotive Retailing, Services",6528,167.2,0.025612745,2017,7900
136,Autonation,"Automotive Retailing, Services",20862,443,0.021234781,2016,26000
143,Penske Automotive Group,"Automotive Retailing, Services",19361,326,0.016837973,2016,23000
191,Carmax,"Automotive Retailing, Services",14874,597,0.040137152,2016,22064
267,Group 1 Automotive,"Automotive Retailing, Services",10633,94,0.008840403,2016,12886
269,Hertz Global Holdings,"Automotive Retailing, Services",10535,273,0.025913621,2016,30000
297,Sonic Automotive,"Automotive Retailing, Services",9624,86,0.008935993,2016,9800
330,Avis Budget Group,"Automotive Retailing, Services",8502,313,0.036814867,2016,26350
346,Lithia Motors,"Automotive Retailing, Services",7864,183,0.0232706,2016,9574
393,Asbury Automotive Group,"Automotive Retailing, Services",6588,169,0.025652702,2016,8600
156,Autonation,"Automotive Retailing, Services",19109,419,0.021926841,2015,24000
177,Penske Automotive Group,"Automotive Retailing, Services",17439,287,0.016457366,2015,22100
232,Carmax,"Automotive Retailing, Services",13122,493,0.037570492,2015,20171
291,Group 1 Automotive,"Automotive Retailing, Services",9938,93,0.00935802,2015,11978
315,Sonic Automotive,"Automotive Retailing, Services",9197,97,0.010546917,2015,9300
336,Avis Budget Group,"Automotive Retailing, Services",8485,245,0.028874484,2015,26250
450,Asbury Automotive Group,"Automotive Retailing, Services",5868,112,0.019086571,2015,8300
482,Lithia Motors,"Automotive Retailing, Services",5403,139,0.025726448,2015,8827
162,Autonation,"Automotive Retailing, Services",17518,375,0.021406553,2014,
194,Penske Automotive Group,"Automotive Retailing, Services",14969,244,0.016300354,2014,
240,Carmax,"Automotive Retailing, Services",11458,434,0.037877466,2014,
264,Hertz Global Holdings,"Automotive Retailing, Services",10772,346,0.032120312,2014,
307,Group 1 Automotive,"Automotive Retailing, Services",8919,114,0.012781702,2014,
309,Sonic Automotive,"Automotive Retailing, Services",8843,82,0.009272871,2014,
340,Avis Budget Group,"Automotive Retailing, Services",7937,16,0.002015875,2014,
472,Asbury Automotive Group,"Automotive Retailing, Services",5339,109,0.020415808,2014,
177,Autonation,"Automotive Retailing, Services",15668.8,316.4,0.020192995,2013,
203,Penske Automotive Group,"Automotive Retailing, Services",13593.2,185.5,0.013646529,2013,
259,Carmax,"Automotive Retailing, Services",10453.8,413.8,0.039583692,2013,
293,Hertz Global Holdings,"Automotive Retailing, Services",9020.8,243.1,0.026948829,2013,
307,Sonic Automotive,"Automotive Retailing, Services",8548.4,89.1,0.010423003,2013,
343,Group 1 Automotive,"Automotive Retailing, Services",7476.1,100.2,0.01340271,2013,
350,Avis Budget Group,"Automotive Retailing, Services",7357,290,0.039418241,2013,
197,Autonation,"Automotive Retailing, Services",13832.4,281.4,0.020343541,2012,
222,Penske Automotive Group,"Automotive Retailing, Services",11869.5,176.9,0.014903745,2012,
279,Carmax,"Automotive Retailing, Services",9402.2,380.9,0.040511795,2012,
309,Hertz Global Holdings,"Automotive Retailing, Services",8298.4,176.2,0.021233009,2012,
330,Sonic Automotive,"Automotive Retailing, Services",7871.3,76.3,0.009693443,2012,
405,Group 1 Automotive,"Automotive Retailing, Services",6079.8,82.4,0.013553077,2012,
418,Avis Budget Group,"Automotive Retailing, Services",5900,-29,-0.004915254,2012,
197,Autonation,"Automotive Retailing, Services",12501.5,226.6,0.018125825,2011,
228,Penske Automotive Group,"Automotive Retailing, Services",10734.4,108.3,0.010089059,2011,
311,Carmax,"Automotive Retailing, Services",7690.3,281.7,0.036630561,2011,
315,Hertz Global Holdings,"Automotive Retailing, Services",7562.5,-48,-0.006347107,2011,
339,Sonic Automotive,"Automotive Retailing, Services",6935.9,89.9,0.012961548,2011,
413,Group 1 Automotive,"Automotive Retailing, Services",5509.2,50.3,0.009130182,2011,
432,Avis Budget Group,"Automotive Retailing, Services",5185,54,0.010414658,2011,
212,Autonation,"Automotive Retailing, Services",11015.6,198,0.017974509,2010,
245,Penske Automotive Group,"Automotive Retailing, Services",9558.1,76.5,0.008003683,2010,
318,Hertz Global Holdings,"Automotive Retailing, Services",7101.5,-126,-0.01774273,2010,
323,Carmax,"Automotive Retailing, Services",7028.3,59.2,0.00842309,2010,
345,Sonic Automotive,"Automotive Retailing, Services",6349.7,31.5,0.004960864,2010,
409,Avis Budget Group,"Automotive Retailing, Services",5131,-47,-0.009160008,2010,
457,Group 1 Automotive,"Automotive Retailing, Services",4525.7,34.8,0.007689418,2010,
182,Autonation,"Automotive Retailing, Services",14288,-1243.1,-0.08700308,2009,
225,Penske Automotive Group,"Automotive Retailing, Services",11917.7,-411.9,-0.034562038,2009,
305,Hertz Global Holdings,"Automotive Retailing, Services",8525.1,-1206.7,-0.141546727,2009,
311,Carmax,"Automotive Retailing, Services",8318.8,182,0.021878156,2009,
337,Sonic Automotive,"Automotive Retailing, Services",7488,-685.9,-0.091599893,2009,
411,Avis Budget Group,"Automotive Retailing, Services",5984,-1124,-0.187834225,2009,
428,Group 1 Automotive,"Automotive Retailing, Services",5703.3,-31.5,-0.005523118,2009,
486,Asbury Automotive Group,"Automotive Retailing, Services",4785,-338,-0.070637409,2009,
138,Autonation,"Automotive Retailing, Services",17950.6,278.7,0.015525943,2008,
194,Penske Automotive Group,"Automotive Retailing, Services",13448.6,127.7,0.009495412,2008,
298,Sonic Automotive,"Automotive Retailing, Services",8849.1,95.5,0.010792058,2008,
304,Hertz Global Holdings,"Automotive Retailing, Services",8685.6,264.6,0.030464217,2008,
333,Carmax,"Automotive Retailing, Services",7465.7,198.6,0.026601658,2008,
379,Group 1 Automotive,"Automotive Retailing, Services",6393,68,0.010636634,2008,
411,Avis Budget Group,"Automotive Retailing, Services",5986,-916,-0.153023722,2008,
421,Asbury Automotive Group,"Automotive Retailing, Services",5775.9,51,0.008829793,2008,
122,Autonation,"Automotive Retailing, Services",19314.4,316.9,0.016407447,2007,
205,United Auto Group,"Automotive Retailing, Services",12109.9,124.7,0.01029736,2007,
285,Sonic Automotive,"Automotive Retailing, Services",8706.4,81.1,0.009314987,2007,
301,Hertz Global Holdings,"Automotive Retailing, Services",8058.4,115.9,0.014382508,2007,
365,Carmax,"Automotive Retailing, Services",6260,148.1,0.023658147,2007,
377,Group 1 Automotive,"Automotive Retailing, Services",6083.5,88.4,0.014531109,2007,
391,Asbury Automotive Group,"Automotive Retailing, Services",5863.1,60.7,0.010352885,2007,
405,Avis Budget Group,"Automotive Retailing, Services",5689,-1994,-0.350500967,2007,
115,Autonation,"Automotive Retailing, Services",19468,496.5,0.02550339,2006,
214,United Auto Group,"Automotive Retailing, Services",10985,119,0.010832954,2006,
276,Sonic Automotive,"Automotive Retailing, Services",8377.6,91.9,0.010969729,2006,
361,Group 1 Automotive,"Automotive Retailing, Services",5969.6,54.2,0.009079335,2006,
364,Asbury Automotive Group,"Automotive Retailing, Services",5874.2,61.1,0.010401416,2006,
411,Carmax,"Automotive Retailing, Services",5260.3,112.9,0.021462654,2006,
112,Autonation,"Automotive Retailing, Services",19734.1,433.6,0.021972119,2005,
225,United Auto Group,"Automotive Retailing, Services",10010.8,111.7,0.011157949,2005,
272,Sonic Automotive,"Automotive Retailing, Services",7886,86.1,0.010918083,2005,
358,Asbury Automotive Group,"Automotive Retailing, Services",5468.2,50.1,0.009162064,2005,
361,Group 1 Automotive,"Automotive Retailing, Services",5435,27.8,0.005114995,2005,
422,Carmax,"Automotive Retailing, Services",4597.7,116.5,0.025338756,2005,
97,Autonation,"Automotive Retailing, Services",19381.1,479.2,0.024725119,2004,
235,United Auto Group,"Automotive Retailing, Services",8803.9,82.9,0.009416281,2004,
264,Sonic Automotive,"Automotive Retailing, Services",7598.4,71.6,0.009423036,2004,
357,Asbury Automotive Group,"Automotive Retailing, Services",4835.1,15.2,0.003143679,2004,
390,Group 1 Automotive,"Automotive Retailing, Services",4518.6,76.1,0.0168415,2004,
435,Carmax,"Automotive Retailing, Services",3969.9,94.8,0.023879695,2004,
93,Autonation,"Automotive Retailing, Services",19478.5,381.6,0.019590831,2003,
244,United Auto Group,"Automotive Retailing, Services",7576.5,62.2,0.008209595,2003,
253,Sonic Automotive,"Automotive Retailing, Services",7414.6,106.6,0.01437704,2003,
360,Asbury Automotive Group,"Automotive Retailing, Services",4539.9,38.1,0.008392255,2003,
383,Group 1 Automotive,"Automotive Retailing, Services",4214.4,67.1,0.015921602,2003,
101,Autonation,"Automotive Retailing, Services",19989.3,232.3,0.011621217,2002,
288,Sonic Automotive,"Automotive Retailing, Services",6337.4,79.3,0.012513018,2002,
292,United Auto Group,"Automotive Retailing, Services",6220.7,44.7,0.007185686,2002,
408,Group 1 Automotive,"Automotive Retailing, Services",3996.4,55.4,0.013862476,2002,
83,Autonation,"Automotive Retailing, Services",22330.8,329.9,0.014773318,2001,
297,Sonic Automotive,"Automotive Retailing, Services",6052.5,74.2,0.012259397,2001,
356,United Auto Group,"Automotive Retailing, Services",4884,30,0.006142506,2001,
396,Avis Budget Group,"Automotive Retailing, Services",4243.7,120.7,0.028442161,2001,
458,Group 1 Automotive,"Automotive Retailing, Services",3586.1,40.8,0.011377262,2001,
63,Autonation,"Automotive Retailing, Services",24206.6,282.9,0.011686895,2000,
395,United Auto Group,"Automotive Retailing, Services",4022.5,27.5,0.006836544,2000,
460,Sonic Automotive,"Automotive Retailing, Services",3350.8,44.6,0.013310254,2000,
465,Avis Budget Group,"Automotive Retailing, Services",3332.7,92.6,0.027785279,2000,
497,Budget Group,"Automotive Retailing, Services",3072.5,-64.5,-0.020992677,2000,
83,Autonation,"Automotive Retailing, Services",17487.3,499.5,0.028563586,1999,
482,United Auto Group,"Automotive Retailing, Services",3045.3,-9.4,-0.003086724,1999,
151,Autonation,"Automotive Retailing, Services",10305.6,439.7,0.042666123,1998,
258,Ryder System,"Automotive Retailing, Services",5519.4,-41.3,-0.007482697,1997,
258,Ryder System,"Automotive Retailing, Services",5167.4,147.7,0.02858304,1996,
245,Ryder System,"Automotive Retailing, Services",4685.6,153.5,0.032759945,1995,
350,White Motor Company,"Automotive, Defense",800,0,0,1981,
248,White Motor Company,"Automotive, Defense",1211,12.9,0.010652353,1980,
247,White Motor Company,"Automotive, Defense",1095.7,0.3,0.000273798,1979,
185,White Motor Company,"Automotive, Defense",1356.4,19.6,0.014450015,1978,
168,White Motor Company,"Automotive, Defense",1355.1,21.7,0.016013578,1977,
169,White Motor Company,"Automotive, Defense",1228.7,-69.4,-0.056482461,1976,
147,White Motor Company,"Automotive, Defense",1389.8,22.6,0.016261333,1975,
141,White Motor Company,"Automotive, Defense",1179.4,23.7,0.020094964,1974,
151,White Motor Company,"Automotive, Defense",943.3,8.6,0.00911693,1973,
149,White Motor Company,"Automotive, Defense",837.9,-13.5,-0.016111708,1972,
150,White Motor Company,"Automotive, Defense",810,-19.3,-0.02382716,1971,
118,White Motor Company,"Automotive, Defense",950.5,12.4,0.013045765,1970,
116,White Motor Company,"Automotive, Defense",851,23,0.027027027,1969,
116,White Motor Company,"Automotive, Defense",769.8,28.9,0.037542219,1968,
104,White Motor Company,"Automotive, Defense",778.7,32.1,0.04122255,1967,
109,White Motor Company,"Automotive, Defense",638.2,22.4,0.035098715,1966,
115,White Motor Company,"Automotive, Defense",550.7,18.1,0.03286726,1965,
98,White Motor Company,"Automotive, Defense",572.4,15.5,0.027078966,1964,
118,White Motor Company,"Automotive, Defense",446.6,12,0.026869682,1963,
141,White Motor Company,"Automotive, Defense",334.5,8.8,0.026307922,1962,
168,White Motor Company,"Automotive, Defense",282.7,8.9,0.031482137,1961,
133,White Motor Company,"Automotive, Defense",333.1,14.2,0.042629841,1960,
152,White Motor Company,"Automotive, Defense",269.5,7.2,0.026716141,1959,
193,White Motor Company,"Automotive, Defense",225.9,6.8,0.030101815,1958,
192,White Motor Company,"Automotive, Defense",207.4,7.2,0.034715526,1957,
191,White Motor Company,"Automotive, Defense",179.9,6.1,0.033907727,1956,
213,White Motor Company,"Automotive, Defense",145.5,4.9,0.033676976,1955,
413,Solar Aircraft,Aviation,78.7,1.6,0.020330368,1959,
410,Solar Aircraft,Aviation,83.1,0.4,0.004813478,1958,
440,Solar Aircraft,Aviation,63.9,2.1,0.03286385,1956,
404,Solar Aircraft,Aviation,65.1,2,0.030721966,1955,
433,Vertol Aircraft,Aviation And Aerospace,77.2,1.7,0.022020725,1958,
371,Vertol Aircraft,Aviation And Aerospace,90,3.4,0.037777778,1957,
481,Vertol Aircraft,Aviation And Aerospace,57.7,1.6,0.027729636,1956,
344,General Host,Bakery,832.7,0.4,0.000480365,1981,
337,General Host,Bakery,768.4,29.5,0.038391463,1980,
315,General Host,Bakery,743,-2.6,-0.003499327,1979,
312,General Host,Bakery,667,-0.9,-0.001349325,1978,
299,General Host,Bakery,652,-14.6,-0.022392638,1977,
281,General Host,Bakery,667.6,9.4,0.014080288,1976,
277,General Host,Bakery,650.9,16.9,0.02596405,1975,
243,General Host,Bakery,656.5,4.9,0.007463823,1974,
227,General Host,Bakery,607,3.4,0.005601318,1973,
335,General Host,Bakery,329.6,7.7,0.02336165,1972,
459,General Host,Bakery,193.1,-12,-0.062143967,1971,
425,General Host,Bakery,201.7,4,0.019831433,1970,
389,General Host,Bakery,201.7,4,0.019831433,1969,
442,General Host,Bakery,155.2,2,0.012886598,1968,
470,General Host,Bakery,139,1.5,0.010791367,1967,
377,General Host,Bakery,156.1,-3.3,-0.021140295,1966,
339,General Host,Bakery,164.2,1,0.006090134,1965,
314,General Host,Bakery,164.9,1.2,0.007277138,1964,
287,General Host,Bakery,167.7,0.3,0.001788909,1963,
271,General Host,Bakery,167.5,-0.6,-0.00358209,1962,
259,General Host,Bakery,171.9,0.9,0.005235602,1961,
261,General Host,Bakery,169.2,2.1,0.012411348,1960,
243,General Host,Bakery,166.1,2.8,0.016857315,1959,
259,General Host,Bakery,159.2,2.7,0.016959799,1958,
266,General Host,Bakery,143,2.4,0.016783217,1957,
269,General Host,Bakery,128.7,2.1,0.016317016,1956,
254,General Host,Bakery,122.1,2.2,0.018018018,1955,
387,Minute Maid,Beverage,99.1,4.7,0.047426842,1960,
345,Minute Maid,Beverage,99.6,4.6,0.046184739,1959,
364,Minute Maid,Beverage,102.8,-2.5,-0.024319066,1958,
401,Liebmann Breweries,Beverage,85,0,0,1958,
